text,text_norm,label,label_full,score,chunk_idx,tese_id
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.616,44,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.717,44,13
HGA,hga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5383,45,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7146,45,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4572,45,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6398,46,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7521,47,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6805,47,13
Oliveira & Júnior,oliveira & júnior,AUTOR,pesquisador ou autor,0.8618,48,13
Mengxu & Bin,mengxu & bin,AUTOR,pesquisador ou autor,0.841,48,13
OIMGA,oimga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6973,48,13
Oliveira & Júnior,oliveira & júnior,AUTOR,pesquisador ou autor,0.8903,49,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.554,49,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9037,49,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.923,49,13
C++,c++,LANG,linguagem de programação,0.8027,49,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4834,50,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9381,50,13
HGA,hga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5729,50,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5482,50,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9208,50,13
HGA,hga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4151,51,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7544,52,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5913,52,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6662,52,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4984,53,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4608,53,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8859,54,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8882,54,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7418,56,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6122,56,13
Merabti & Massicotte,merabti & massicotte,AUTOR,pesquisador ou autor,0.8263,58,13
Chen & Wu,chen & wu,AUTOR,pesquisador ou autor,0.8498,58,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5584,58,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5555,58,13
Merabti & Massicotte,merabti & massicotte,AUTOR,pesquisador ou autor,0.8078,58,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.542,58,13
AG,algoritmo genético,HARDWARE,hardware ou plataforma embarcada,0.5227,59,13
Chen & Wu,chen & wu,AUTOR,pesquisador ou autor,0.8714,59,13
AG,algoritmo genético,HARDWARE,hardware ou plataforma embarcada,0.4833,59,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8077,60,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6772,60,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6912,60,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7525,60,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6842,60,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5514,60,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.662,61,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4941,62,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.3804,62,13
kernel,kernel,HARDWARE,hardware ou plataforma embarcada,0.3816,64,13
kernel,kernel,HARDWARE,hardware ou plataforma embarcada,0.3876,64,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8952,65,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.826,65,13
Mengxu & Bin,mengxu & bin,AUTOR,pesquisador ou autor,0.8049,65,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.557,66,13
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.686,67,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5497,67,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6092,71,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9507,72,13
Matheus F. Torquato,matheus f. torquato,AUTOR,pesquisador ou autor,0.9527,72,13
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9536,72,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9546,72,13
Escola Potiguar de Computação e suas Aplicações,escola potiguar de computação e suas aplicações,INSTITUICAO,instituição de ensino ou pesquisa,0.7813,72,13
Lucileide M. D. da Silva,lucileide m. d. da silva,AUTOR,pesquisador ou autor,0.8767,73,13
Matheus F. Torquato,matheus f. torquato,AUTOR,pesquisador ou autor,0.931,73,13
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9279,73,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.3843,73,13
Matheus F. Torquato,matheus f. torquato,AUTOR,pesquisador ou autor,0.9671,74,13
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9614,74,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5453,74,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8129,75,13
arquitetura,arquitetura,HARDWARE,hardware ou plataforma embarcada,0.4372,76,13
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5082,76,13
arquitetura,arquitetura,HARDWARE,hardware ou plataforma embarcada,0.3854,76,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8158,77,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8391,79,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8455,79,13
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.5281,80,13
Computação Reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.4848,80,13
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.8424,81,13
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.8197,81,13
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.8608,83,13
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.7994,84,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5386,84,13
Computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.7222,84,13
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.8805,84,13
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.619,85,13
GPP,gpp,HARDWARE,hardware ou plataforma embarcada,0.5387,85,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7924,86,13
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.4202,86,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7736,86,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8761,87,13
CPLDs,cplds,HARDWARE,hardware ou plataforma embarcada,0.6468,87,13
CPLDs,cplds,HARDWARE,hardware ou plataforma embarcada,0.7397,87,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8575,87,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7485,88,13
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.5816,88,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7069,89,13
COMPUTAÇÃO RECONFIGURÁVEL,computação reconfigurável,METODO,método ou técnica computacional,0.5567,89,13
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.6607,89,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7312,90,13
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8198,90,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6859,90,13
CLB,clb,HARDWARE,hardware ou plataforma embarcada,0.4598,91,13
CLB,clb,HARDWARE,hardware ou plataforma embarcada,0.3892,91,13
LUT,lut,HARDWARE,hardware ou plataforma embarcada,0.4278,91,13
LUT,lut,LANG,linguagem de programação,0.8678,92,13
LUT,lut,LANG,linguagem de programação,0.8646,92,13
LUTs,luts,LANG,linguagem de programação,0.76,92,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6858,94,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4364,94,13
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.5312,94,13
LUT,lut,LANG,linguagem de programação,0.4437,95,13
LUT,lut,LANG,linguagem de programação,0.4028,95,13
Virtex,virtex,HARDWARE,hardware ou plataforma embarcada,0.3996,97,13
Hardware Description Language,hardware description language,LANG,linguagem de programação,0.7163,98,13
HDL,hdl,LANG,linguagem de programação,0.7955,98,13
HDL,hdl,LANG,linguagem de programação,0.7419,98,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7052,99,13
Hauck & DeHon,hauck & dehon,AUTOR,pesquisador ou autor,0.8468,100,13
Virtex,virtex,HARDWARE,hardware ou plataforma embarcada,0.4861,101,13
COMPUTAÇÃO RECONFIGURÁVEL,computação reconfigurável,METODO,método ou técnica computacional,0.5269,101,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7472,102,13
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6609,102,13
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5158,103,13
Charles Darwin,charles darwin,AUTOR,pesquisador ou autor,0.9798,103,13
Algoritmos Genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6393,108,13
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.56,109,13
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4889,110,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6009,111,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4563,113,13
roleta,roleta,METODO,método ou técnica computacional,0.5562,120,13
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5024,129,13
AGs,ags,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5322,129,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7201,130,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7235,130,13
Charles Darwin,charles darwin,AUTOR,pesquisador ou autor,0.9117,130,13
Charles Darwin,charles darwin,AUTOR,pesquisador ou autor,0.9834,132,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.773,141,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.808,141,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5818,143,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5952,144,13
ALGORITMOS GENÉTICOS,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7144,146,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5859,146,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6132,146,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5781,147,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6332,148,13
Algoritmo Genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6356,148,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4288,151,13
Goresky & Klapper,goresky & klapper,AUTOR,pesquisador ou autor,0.9143,153,13
Goresky & Klapper,goresky & klapper,AUTOR,pesquisador ou autor,0.9357,153,13
MFA,mfa,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4508,155,13
MFAj,mfaj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5629,155,13
MFAj,mfaj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6095,155,13
MFA,mfa,PROTOCOLO,protocolo ou padrão de comunicação,0.9545,158,13
MFA,mfa,PROTOCOLO,protocolo ou padrão de comunicação,0.944,158,13
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.5805,164,13
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.5722,164,13
MSj,msj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6801,165,13
MSj,msj,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6757,165,13
MSMUX4j,msmux4j,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4122,167,13
MSMUX5j,msmux5j,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4008,167,13
MSMUX6j,msmux6j,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4112,167,13
MSMUX6j,msmux6j,FRAMEWORK,framework ou biblioteca de software,0.3919,170,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5853,184,13
Módulo de Sincronização,módulo de sincronização,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5586,188,13
módulo de sincronização,módulo de sincronização,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5978,188,13
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4999,188,13
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.4009,190,13
MFA,mfa,FRAMEWORK,framework ou biblioteca de software,0.4606,193,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4874,194,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7815,196,13
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.9222,198,13
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8639,198,13
VHDL,vhdl,LANG,linguagem de programação,0.9161,198,13
Verilog,verilog,LANG,linguagem de programação,0.8964,198,13
Matlab,matlab,LANG,linguagem de programação,0.522,198,13
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.4111,199,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7363,201,13
AG,algoritmo genético,HARDWARE,hardware ou plataforma embarcada,0.5071,204,13
FPGA,fpga,LANG,linguagem de programação,0.5524,204,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8154,206,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8294,206,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6507,207,13
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.811,207,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7017,208,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4174,210,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7141,214,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5085,214,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.659,216,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5238,218,13
MFA,mfa,LANG,linguagem de programação,0.4857,218,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5365,218,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5856,219,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6703,221,13
MUX,mux,PROTOCOLO,protocolo ou padrão de comunicação,0.4646,223,13
MSMUX4j,msmux4j,PROTOCOLO,protocolo ou padrão de comunicação,0.4672,223,13
MSMUX5j,msmux5j,PROTOCOLO,protocolo ou padrão de comunicação,0.4011,223,13
MUX,mux,PROTOCOLO,protocolo ou padrão de comunicação,0.5814,224,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5405,224,13
Virtex 7,virtex 7,HARDWARE,hardware ou plataforma embarcada,0.6043,224,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.713,226,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7243,228,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7127,228,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8585,230,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.516,232,13
MFA,mfa,HARDWARE,hardware ou plataforma embarcada,0.5081,232,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7053,236,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9459,236,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6834,236,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9469,236,13
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.8563,237,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6974,237,13
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.8369,237,13
MFA,mfa,LANG,linguagem de programação,0.6066,238,13
Yoshida & Yasuoka,yoshida & yasuoka,AUTOR,pesquisador ou autor,0.8036,238,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6602,239,13
OIMGA,oimga,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7627,240,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6881,240,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5974,243,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.646,243,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6759,243,13
algoritmos genéticos,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4494,245,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6918,246,13
Virtex 7,virtex 7,HARDWARE,hardware ou plataforma embarcada,0.5218,246,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4252,247,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7255,248,13
AG,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7269,248,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6055,248,13
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.489,248,13
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6011,249,13
Mahmood Ahmadi,mahmood ahmadi,AUTOR,pesquisador ou autor,0.8148,254,13
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8265,254,13
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8724,254,13
